"DateTime";"[Chambre][5PST02-A 4in1 Multi-Sensor][Ouverture] ";"[Chambre][Chambre à coucher][Température] °C";"[Lyon][exterieur][Température] °C"
"2018-07-24 15:00:00";;27,3;29,65
"2018-07-24 16:00:00";;27,4;30,025
"2018-07-24 17:00:00";;27,45;29,825
"2018-07-24 18:00:00";;27,5;29,525
"2018-07-24 19:00:00";;27,5;29,3
"2018-07-24 20:00:00";;27,5;28,775
"2018-07-24 21:00:00";;27,575;28,275
"2018-07-24 22:00:00";;27,6;27,9
"2018-07-24 23:00:00";;27,625;27,65
"2018-07-24 23:28:12";0
"2018-07-25 00:00:00";;27,8;27,4
"2018-07-25 01:00:00";;27,9;27,075
"2018-07-25 02:00:00";;27,825;26,775
"2018-07-25 03:00:00";;27,8;26,4
"2018-07-25 04:00:00";;27,8;26,05
"2018-07-25 05:00:00";;27,8;25,625
"2018-07-25 06:00:00";;27,75;25,275
"2018-07-25 07:00:00";;27,7;25,175
"2018-07-25 08:00:00";;27,35;25,45
"2018-07-25 08:27:08";1
"2018-07-25 09:00:00";;26,95;26,525
"2018-07-25 10:00:00";;27,175;27,45
"2018-07-25 11:00:00";;27,475;28,2
"2018-07-25 12:00:00";;27,6;28,975
"2018-07-25 12:00:23";0
"2018-07-25 13:00:00";;27,6;29,65
"2018-07-25 14:00:00";;27,675;30,25
"2018-07-25 15:00:00";;27,775;30,7
"2018-07-25 16:00:00";;27,875;30,8
"2018-07-25 17:00:00";;27,9;30,9
"2018-07-25 18:00:00";;27,975;30,7
"2018-07-25 18:32:38";1
"2018-07-25 19:00:00";;28,075;30,25
"2018-07-25 20:00:00";;28,1;29,7
"2018-07-25 21:00:00";;28,2;29,25
"2018-07-25 22:00:00";;28,2;28,875
"2018-07-25 23:00:00";;28,125;28,475
"2018-07-26 00:00:00";;28,15;28,125
"2018-07-26 01:00:00";;28,3;27,825
"2018-07-26 03:00:00";;28,3;27,25
"2018-07-26 04:00:00";;28,2;27
"2018-07-26 04:15:00";;28,2;26,9
"2018-07-26 04:30:00";;28,2;26,9
"2018-07-26 04:45:00";;28,2;26,8
"2018-07-26 05:00:00";;28,2;26,7
"2018-07-26 05:15:00";;28,2;26,7
"2018-07-26 05:30:00";;28,2;26,6
"2018-07-26 05:45:00";;28,2;26,5
"2018-07-26 06:00:00";;28,2;26,4
"2018-07-26 06:15:00";;28,2;26,4
"2018-07-26 06:30:00";;28,2;26,4
"2018-07-26 06:45:00";;28,2;26,4
"2018-07-26 07:00:00";;28,1;26,3
"2018-07-26 07:15:00";;28,1;26,3
"2018-07-26 07:30:00";;28,1;26,3
"2018-07-26 07:45:00";;28,1;26,3
"2018-07-26 08:00:00";;28,1;26,4
"2018-07-26 08:15:00";;28,1;26,4
"2018-07-26 08:30:00";;28,1;26,6
"2018-07-26 08:45:00";;28,1;26,6
"2018-07-26 09:00:00";;28;26,8
"2018-07-26 09:11:12";1
"2018-07-26 09:15:00";;27,9;26,8
"2018-07-26 09:30:00";;27,7;27
"2018-07-26 09:45:00";;27,7;27,1
"2018-07-26 10:00:00";;27,6;28,1
"2018-07-26 10:15:00";;27,6;28
"2018-07-26 10:30:00";;27,7;28
"2018-07-26 10:45:00";;27,7;28,1
"2018-07-26 11:00:00";;27,8;28,7
"2018-07-26 11:15:00";;27,9;28,7
"2018-07-26 11:30:00";;28;29,1
"2018-07-26 11:45:00";;28;29,1
"2018-07-26 12:00:00";;28;29,1
"2018-07-26 12:15:00";;28,1;29,2
"2018-07-26 12:30:00";;28,2;29,3
"2018-07-26 12:45:00";;28,4;29,5
"2018-07-26 13:00:00";;28,5;29,6
"2018-07-26 13:15:00";;28,7;29,9
"2018-07-26 13:30:00";;28,7;29,9
"2018-07-26 13:45:00";;28,8;30,1
"2018-07-26 14:00:00";;28,8;30,2
"2018-07-26 14:15:00";;28,9;30,4
"2018-07-26 14:30:00";;28,9;30,4
"2018-07-26 14:45:00";;29;30,6
"2018-07-26 15:00:00";;29;30,7
"2018-07-26 15:07:47";1
"2018-07-26 15:15:00";;29,1;30,8
"2018-07-26 15:30:00";;29,1;30,9
"2018-07-26 15:45:00";;29,2;31
"2018-07-26 16:00:00";;29,3;31,1
"2018-07-26 16:15:00";;29,3;31,3
"2018-07-26 16:30:00";;29,3;31,4
"2018-07-26 16:45:00";;29,4;31,4
"2018-07-26 17:00:00";;29,5;31,5
"2018-07-26 17:15:00";;29,6;31,4
"2018-07-26 17:15:45";0
"2018-07-26 17:30:00";;29,5;31,4
"2018-07-26 17:45:00";;29,5;31,4
"2018-07-26 18:00:00";;29,3;31,3
"2018-07-26 18:15:00";;29,3;31,3
"2018-07-26 18:30:00";;29,2;31,3
"2018-07-26 18:45:00";;29,2;31,2
"2018-07-26 19:00:00";;29,1;31,1
"2018-07-26 19:15:00";;29,1;31,1
"2018-07-26 19:30:00";;29;31
"2018-07-26 19:45:00";;29;31
"2018-07-26 20:00:00";;29;30,9
"2018-07-26 20:15:00";;28,9;30,8
"2018-07-26 20:30:00";;28,9;30,6
"2018-07-26 20:45:00";;28,9;30,6
"2018-07-26 21:00:00";;28,9;30,5
"2018-07-26 21:06:27";0
"2018-07-26 21:15:00";;28,9;30,4
"2018-07-26 21:30:00";;28,9;30,3
"2018-07-26 21:45:11";0;28,9;30,3
